EngagementID,ContentID,ContentType,Likes,EngagementDate,CampaignID,ProductID,ViewsClicksCombined
2346,17,socialmedia,2,2025-06-22,18,4,534-27
2347,1,Video,0,2025-08-19,7,15,1137-32
2348,49,BLOG,9,2024-10-28,16,19,319-52
2349,23,Blog,231,2023-04-14,15,14,7708-1242
2350,24,Blog,0,2025-04-16,3,1,1225-30
2351,38,newsletter,1,2025-08-07,14,7,574-30
2352,22,Video,0,2025-11-09,3,10,225-6
2353,5,Video,0,2025-10-24,5,10,127-5
2354,14,Socialmedia,312,2023-11-15,8,17,3896-927
2355,47,newsletter,3,2025-06-28,2,15,814-55
2356,32,BLOG,100,2023-09-11,20,12,3393-734
2357,26,socialmedia,9,2025-04-25,18,5,795-87
2358,41,Newsletter,24,2024-05-05,10,3,1853-207
2359,38,Socialmedia,98,2024-03-10,13,7,2957-711
2360,40,Newsletter,10,2025-05-13,10,10,1441-120
2361,18,socialmedia,0,2025-10-31,3,10,229-11
2362,14,socialmedia,11,2025-01-27,12,10,1886-80
2363,35,Newsletter,0,2025-09-14,11,17,906-20
2364,24,blog,173,2023-04-10,17,19,4984-605
2365,29,BLOG,1,2025-11-06,19,9,654-30
2366,36,Socialmedia,12,2025-03-12,11,19,1548-101
2367,34,blog,12,2024-09-09,8,15,1838-171
2368,38,Socialmedia,227,2024-02-10,13,10,5012-1462
2369,27,Blog,96,2023-07-24,2,2,4655-857
2370,22,blog,35,2023-06-23,9,1,3466-420
2371,25,Blog,2,2025-07-16,19,14,1028-77
2372,31,Blog,13,2024-11-19,2,10,1630-114
2373,5,VIDEO,415,2023-09-25,15,4,6321-1308
2374,14,socialmedia,45,2024-06-08,19,7,2299-294
2375,7,blog,17,2024-08-03,12,6,1394-85
2376,23,BLOG,0,2025-12-28,4,18,223-7
2377,50,socialmedia,0,2025-09-08,3,13,527-9
2378,11,Newsletter,491,2023-08-08,7,10,4364-1360
2379,8,Newsletter,188,2023-05-13,13,17,1707-557
2380,34,BLOG,336,2023-09-16,19,9,7069-1989
2381,18,Socialmedia,13,2024-11-14,20,5,1670-185
2382,1,NEWSLETTER,2,2025-06-14,1,6,818-64
2383,2,Video,3,2025-07-15,14,8,1329-54
2384,25,Socialmedia,0,2025-11-11,5,19,281-8
2385,26,newsletter,0,2025-12-02,15,9,283-8
2386,28,Video,2,2025-08-12,4,16,825-51
2387,23,BLOG,23,2024-06-23,10,16,1648-137
2388,18,Socialmedia,127,2023-07-20,10,2,4070-1154
2389,26,Socialmedia,24,2024-02-22,3,10,2083-172
2390,35,Socialmedia,584,2023-02-26,6,11,8365-1763
2391,28,newsletter,16,2024-11-17,6,13,1281-125
2392,10,SOCIALMEDIA,1,2025-07-02,10,13,845-19
2393,19,Socialmedia,0,2025-12-10,6,5,885-16
2394,5,SOCIALMEDIA,0,2025-12-27,16,11,196-4
2395,5,video,534,2023-03-15,2,5,8891-2377
2396,22,video,209,2023-12-31,15,3,4510-705
2397,14,NEWSLETTER,152,2023-04-02,8,6,4483-706
2398,6,NEWSLETTER,186,2023-11-23,13,3,2348-535
2399,30,NEWSLETTER,4,2025-04-25,20,18,1022-112
2400,27,Socialmedia,420,2023-03-30,16,9,7247-1796
2401,46,newsletter,139,2023-06-11,2,14,1425-549
2402,32,socialmedia,50,2024-06-05,17,10,3265-618
2403,43,Socialmedia,609,2023-06-14,3,17,7193-2365
2404,39,newsletter,5,2025-04-20,20,11,1961-86
2405,5,Socialmedia,155,2023-02-23,13,12,1055-398
2406,47,Video,36,2023-12-31,4,18,582-138
2407,37,SOCIALMEDIA,0,2025-07-03,7,3,260-13
2408,48,Video,4,2025-06-10,6,14,955-74
2409,2,Blog,131,2023-12-26,6,2,4867-454
2410,35,Socialmedia,434,2024-01-22,16,15,5372-1685
2411,30,newsletter,6,2025-03-30,14,20,1383-157
2412,22,SOCIALMEDIA,56,2024-07-25,10,13,4091-740
2413,6,VIDEO,51,2025-01-11,19,3,3001-394
2414,29,blog,0,2025-12-19,11,13,344-16
2415,38,VIDEO,14,2023-11-13,12,1,796-74
2416,33,VIDEO,81,2023-09-19,16,6,2451-729
2417,29,Socialmedia,219,2023-07-08,7,4,2044-667
2418,34,Video,120,2023-10-29,3,19,4653-764
2419,18,Video,639,2023-03-24,11,7,8800-1514
2420,3,Newsletter,18,2024-11-27,13,12,1012-119
2421,13,NEWSLETTER,146,2023-12-31,8,6,4797-503
2422,35,VIDEO,67,2023-08-29,14,6,2887-587
2423,20,SOCIALMEDIA,312,2023-01-31,18,16,2663-1288
2424,33,Video,830,2023-05-28,15,12,8532-2442
2425,47,Socialmedia,163,2023-04-09,10,1,1546-658
2426,48,SOCIALMEDIA,25,2024-12-23,16,2,1822-232
2427,36,video,311,2024-01-08,19,17,5382-1091
2428,21,blog,356,2023-04-12,18,20,4577-1951
2429,29,newsletter,2,2025-07-03,20,11,697-27
2430,11,SOCIALMEDIA,14,2024-08-17,8,10,499-94
2431,48,Video,114,2024-02-11,16,9,4531-534
2432,13,Socialmedia,63,2024-05-21,4,10,1456-273
2433,20,Newsletter,27,2024-03-30,1,6,1644-122
2434,9,socialmedia,471,2023-04-18,19,5,7066-2442
2435,38,video,112,2024-07-22,6,20,4791-745
2436,5,newsletter,45,2024-09-04,15,18,2429-240
2437,24,socialmedia,0,2025-05-04,18,17,69-5
2438,19,socialmedia,11,2025-03-09,19,8,1220-95
2439,50,Video,69,2024-08-25,8,4,2406-357
2440,12,Socialmedia,4,2025-05-25,17,4,1730-55
2441,42,BLOG,4,2024-08-13,15,16,1497-80
2442,46,Video,40,2024-12-20,1,17,2720-257
2443,37,newsletter,105,2024-05-06,13,3,1547-395
2444,42,newsletter,326,2023-09-19,10,2,3397-1044
2445,13,Video,748,2023-02-26,15,16,4084-1741
2446,14,blog,386,2023-04-01,9,10,7236-938
2447,3,Blog,620,2023-08-01,2,2,6715-2506
2448,28,blog,7,2024-05-26,9,12,560-82
2449,1,Newsletter,27,2024-11-21,17,17,2676-459
2450,14,socialmedia,68,2024-03-20,18,11,5056-462
2451,46,newsletter,362,2023-01-31,14,6,6807-762
2452,17,socialmedia,5,2025-06-10,3,18,1023-87
2453,37,Socialmedia,0,2025-11-11,20,8,483-7
2454,5,blog,4,2025-06-02,3,8,580-51
2455,16,Newsletter,44,2024-04-08,6,15,2405-339
2456,6,Blog,5,2025-04-27,3,12,1326-58
2457,7,BLOG,9,2023-12-24,20,15,605-74
2458,40,Blog,4,2025-07-13,15,9,1095-62
2459,10,Socialmedia,179,2023-07-08,12,10,2052-646
2460,44,socialmedia,1,2025-08-09,12,17,500-28
2461,6,Newsletter,100,2024-04-07,6,20,1970-551
2462,40,newsletter,31,2023-01-30,12,20,1957-304
2463,8,Socialmedia,287,2023-01-22,19,4,4036-810
2464,41,video,339,2024-01-03,1,13,6185-1208
2465,19,VIDEO,0,2025-11-20,5,17,680-12
2466,29,Blog,47,2024-12-28,13,12,2758-284
2467,15,Socialmedia,6,2024-08-16,6,2,1168-130
2468,39,VIDEO,118,2024-07-20,12,2,4517-961
2469,25,Blog,0,2025-10-29,4,2,559-23
2470,34,newsletter,1,2025-04-19,16,4,177-10
2471,20,Video,360,2023-01-27,13,5,2380-1009
2472,23,socialmedia,205,2023-03-12,17,10,6509-971
2473,5,Video,5,2024-07-22,19,17,1006-48
2474,42,SOCIALMEDIA,0,2025-10-27,14,4,583-15
2475,31,video,181,2024-05-01,8,5,4244-1056
2476,23,Socialmedia,308,2023-04-06,2,19,3915-1201
2477,34,SOCIALMEDIA,6,2025-05-04,2,16,1799-179
2478,10,blog,32,2024-12-20,20,3,2640-295
2479,15,video,511,2023-08-06,12,7,4627-1593
2480,46,Video,4,2024-03-16,12,7,394-28
2481,9,BLOG,30,2024-05-09,17,1,2523-262
2482,43,Video,115,2024-01-09,15,14,5677-1446
2483,13,NEWSLETTER,27,2024-02-13,5,13,2100-295
2484,23,VIDEO,0,2025-03-10,4,15,89-8
2485,12,VIDEO,158,2023-01-14,18,1,3087-748
2486,22,NEWSLETTER,230,2023-08-08,19,9,4229-598
2487,18,Newsletter,0,2025-12-11,14,18,146-3
2488,19,NEWSLETTER,1,2025-07-14,13,19,1344-89
2489,7,video,85,2024-06-08,13,1,4029-791
2490,43,socialmedia,90,2024-06-04,7,15,2327-478
2491,35,VIDEO,58,2023-12-20,4,14,1364-306
2492,24,Blog,678,2023-01-30,11,10,6240-2147
2493,8,video,104,2023-09-06,12,10,3120-323
2494,49,socialmedia,766,2023-08-25,2,7,5368-2010
2495,27,blog,0,2025-09-16,8,7,141-4
2496,14,blog,17,2025-02-23,19,3,1791-130
2497,8,Newsletter,9,2024-10-29,7,20,1096-159
2498,32,Video,1,2025-09-23,18,2,805-33
2499,39,Newsletter,149,2023-08-08,15,12,1772-508
2500,18,Socialmedia,76,2024-04-10,13,17,1602-429
2501,48,NEWSLETTER,12,2025-02-10,5,1,1417-111
2502,41,NEWSLETTER,60,2023-06-22,7,18,1553-167
2503,5,BLOG,126,2024-03-04,4,1,1505-439
2504,11,Blog,0,2025-09-20,13,17,456-12
2505,30,newsletter,86,2024-01-24,20,9,1481-282
2506,36,Newsletter,29,2025-01-15,15,8,3164-317
2507,49,Newsletter,116,2024-02-17,6,15,4104-612
2508,2,NEWSLETTER,16,2023-06-20,19,17,172-40
2509,18,Newsletter,17,2024-08-10,1,20,756-137
2510,21,BLOG,123,2023-07-10,8,1,6521-577
2511,6,Video,1,2025-05-29,14,5,1515-75
2512,14,video,1,2025-07-22,5,3,979-46
2513,6,BLOG,950,2023-02-20,20,14,6599-2651
2514,47,SOCIALMEDIA,215,2024-01-06,3,20,2410-703
2515,10,Newsletter,0,2025-09-19,20,16,430-8
2516,31,Socialmedia,0,2025-12-19,12,12,602-12
2517,35,newsletter,4,2025-05-26,9,18,1127-47
2518,5,socialmedia,0,2025-11-26,2,3,815-31
2519,25,BLOG,0,2025-11-24,15,16,232-2
2520,48,Blog,9,2025-04-06,7,7,1041-92
2521,7,Blog,76,2024-03-15,6,16,3859-738
2522,20,SOCIALMEDIA,863,2023-02-17,1,16,6279-2064
2523,44,newsletter,312,2023-08-12,5,4,5646-1910
2524,8,NEWSLETTER,19,2025-04-01,5,20,1704-209
2525,38,video,1,2025-11-18,2,16,886-36
2526,40,Video,79,2024-01-05,10,14,2438-779
2527,14,Newsletter,30,2023-07-14,19,10,474-96
2528,50,Video,0,2025-07-16,8,11,765-18
2529,8,Newsletter,20,2025-04-17,7,2,2019-221
2530,3,Blog,0,2025-08-10,11,1,33-1
2531,43,video,93,2023-11-13,7,1,3222-1016
2532,9,blog,137,2024-09-24,12,16,3669-707
2533,6,blog,9,2025-05-16,17,19,1555-94
2534,43,Video,0,2025-12-11,6,17,490-6
2535,14,Newsletter,96,2024-01-22,1,19,6284-1254
2536,40,BLOG,0,2025-11-21,12,15,184-7
2537,38,Socialmedia,5,2025-04-30,5,13,1012-107
2538,7,blog,307,2024-01-06,20,20,5128-1485
2539,1,video,6,2025-04-20,17,10,1540-104
2540,33,Video,2,2023-10-14,19,20,215-22
2541,44,socialmedia,0,2025-12-06,9,1,279-8
2542,26,socialmedia,162,2023-04-16,2,9,4522-467
2543,8,Blog,531,2023-01-09,10,2,9032-1108
2544,46,SOCIALMEDIA,246,2023-07-06,20,14,2505-786
2545,27,Blog,313,2023-10-16,13,18,7226-1794
2546,30,VIDEO,289,2023-10-09,7,1,6158-1035
2547,8,Socialmedia,133,2024-03-18,6,20,2612-554
2548,37,Video,117,2023-02-20,6,7,2700-663
2549,27,socialmedia,72,2023-10-24,1,18,5278-472
2550,3,newsletter,0,2025-12-06,4,14,622-9
2551,3,Socialmedia,7,2024-12-12,15,2,2601-149
2552,40,Socialmedia,24,2024-11-02,20,18,3259-182
2553,10,blog,5,2025-05-22,12,1,1813-52
2554,33,NEWSLETTER,0,2025-12-22,4,11,581-14
2555,30,Socialmedia,2,2024-09-23,11,5,183-14
2556,20,Blog,28,2024-12-14,19,3,3284-337
2557,35,video,56,2023-12-02,3,4,2177-361
2558,46,Video,6,2025-03-07,3,6,1892-208
2559,40,BLOG,0,2025-12-02,19,7,317-14
2560,21,NEWSLETTER,252,2023-06-16,5,20,4057-1220
2561,35,Blog,67,2024-03-13,9,12,5719-580
2562,2,NEWSLETTER,0,2025-09-04,8,19,368-16
2563,21,Blog,546,2023-03-20,13,19,4889-2067
2564,6,Newsletter,23,2023-03-29,12,11,939-209
2565,44,newsletter,0,2025-10-13,10,4,473-20
2566,37,newsletter,13,2024-03-18,6,8,747-95
2567,12,socialmedia,4,2024-07-17,5,6,105-24
2568,40,SOCIALMEDIA,3,2025-05-08,3,1,513-42
2569,46,BLOG,25,2024-04-25,13,13,3935-252
2570,17,SOCIALMEDIA,231,2023-12-29,19,3,6526-1814
2571,4,Newsletter,91,2024-11-07,16,19,3795-512
2572,43,video,425,2023-12-07,19,8,4606-1538
2573,49,BLOG,145,2023-12-01,5,1,5130-1234
2574,19,Socialmedia,15,2024-02-07,18,10,949-191
2575,11,socialmedia,111,2024-05-03,2,20,4079-550
2576,14,video,22,2024-12-28,2,5,3181-166
2577,34,Newsletter,18,2023-12-24,5,8,721-103
2578,9,socialmedia,0,2025-10-10,2,7,902-18
2579,35,SOCIALMEDIA,0,2024-12-22,12,15,114-10
2580,19,blog,159,2024-05-24,14,9,4277-907
2581,22,blog,116,2024-03-02,17,13,4882-817
2582,11,video,0,2025-11-21,4,9,933-29
2583,18,Blog,0,2025-11-11,4,8,104-2
2584,33,socialmedia,52,2024-05-04,8,7,905-239
2585,19,blog,197,2024-04-15,13,15,3312-787
2586,14,VIDEO,0,2025-09-18,7,9,625-27
2587,3,Blog,42,2024-06-03,2,11,829-166
2588,40,Blog,0,2025-11-02,17,11,570-25
2589,44,BLOG,3,2025-03-19,16,16,433-28
2590,11,NEWSLETTER,88,2024-06-03,14,3,4801-846
2591,15,newsletter,303,2023-11-14,19,7,6948-1406
2592,1,blog,4,2025-05-04,6,14,881-72
2593,9,video,273,2024-01-20,6,5,5753-1060
2594,50,Video,3,2025-08-04,9,6,1000-65
2595,4,Blog,60,2024-02-08,19,1,2991-808
2596,38,BLOG,0,2025-12-04,17,15,927-32
2597,37,Blog,0,2024-12-13,4,10,49-4
2598,35,NEWSLETTER,485,2023-05-26,6,16,7499-1724
2599,25,Blog,347,2023-10-18,8,18,5168-969
2600,49,BLOG,450,2023-01-11,17,9,7360-1951
2601,40,video,235,2024-03-08,10,9,4919-1253
2602,5,socialmedia,73,2024-08-12,14,19,3703-393
2603,16,Video,46,2023-05-14,7,6,872-115
2604,13,SOCIALMEDIA,4,2024-12-21,8,20,1972-127
2605,47,Socialmedia,0,2025-10-28,13,5,252-2
2606,32,blog,88,2024-04-11,2,8,1725-435
2607,36,Socialmedia,129,2023-11-12,16,13,3548-1019
2608,2,Newsletter,43,2023-10-27,4,8,734-124
2609,42,Socialmedia,142,2023-11-25,17,7,4129-440
2610,7,Blog,5,2025-05-13,7,7,1569-53
2611,1,Video,0,2025-11-04,10,9,831-34
2612,20,video,62,2024-03-31,4,11,3003-694
2613,24,Blog,49,2024-06-25,15,16,1547-348
2614,15,Blog,3,2025-02-20,14,20,1879-72
2615,46,Video,121,2023-03-15,3,11,2437-315
2616,26,Socialmedia,2,2024-11-17,13,1,546-34
2617,7,Newsletter,35,2024-06-29,11,4,1189-254
2618,26,video,7,2025-04-08,19,19,1608-184
2619,7,NEWSLETTER,19,2024-08-23,14,12,1295-123
2620,37,socialmedia,980,2023-03-24,17,9,8748-3546
2621,48,newsletter,252,2023-04-14,20,16,3467-841
2622,35,Blog,8,2025-03-09,12,3,1851-202
2623,6,video,93,2024-06-08,18,10,1809-378
2624,13,video,7,2025-07-19,19,7,1469-108
2625,46,Video,19,2025-01-18,12,11,2797-154
2626,37,Blog,494,2023-05-18,8,11,7567-1222
2627,25,Video,0,2025-08-29,17,11,315-13
2628,30,newsletter,0,2025-03-30,4,2,354-10
2629,7,blog,28,2023-11-25,12,17,1513-300
2630,40,Newsletter,1,2024-11-12,9,16,128-20
2631,38,newsletter,36,2024-10-20,16,3,3268-281
2632,29,blog,10,2025-05-01,5,14,2161-117
2633,20,socialmedia,123,2023-07-24,13,6,4297-1051
2634,12,NEWSLETTER,1,2025-06-24,3,6,1026-23
2635,36,blog,73,2024-07-24,11,1,4411-967
2636,10,Video,196,2023-05-06,18,5,7810-2034
2637,13,Newsletter,21,2025-04-11,19,17,1902-212
2638,5,Blog,22,2025-01-28,1,14,1871-169
2639,3,video,1,2024-06-07,3,18,102-5
2640,23,Socialmedia,101,2024-07-10,19,6,3823-494
2641,6,video,8,2025-02-02,6,9,2607-161
2642,18,Newsletter,19,2024-08-26,5,14,1666-244
2643,45,newsletter,66,2024-05-06,13,19,4635-505
2644,4,Blog,152,2024-03-20,3,20,4136-1100
2645,3,newsletter,23,2025-03-15,16,6,2408-290
2646,21,Socialmedia,672,2023-03-23,9,15,9249-3643
2647,23,newsletter,1,2024-11-11,16,9,225-13
2648,10,video,0,2025-10-07,7,5,353-7
2649,17,blog,0,2025-11-25,15,2,369-15
2650,40,newsletter,66,2024-03-18,2,6,2424-491
2651,47,SOCIALMEDIA,168,2023-08-30,10,2,6379-858
2652,13,SOCIALMEDIA,983,2023-04-28,18,17,5935-2411
2653,29,Socialmedia,2,2025-04-02,16,12,1620-55
2654,39,VIDEO,50,2024-09-02,9,18,2667-461
2655,18,NEWSLETTER,10,2025-04-17,19,7,1201-108
2656,9,blog,0,2025-11-28,13,13,882-13
2657,38,Newsletter,99,2023-02-12,7,12,2914-559
2658,19,Blog,69,2023-10-11,3,14,1087-348
2659,40,blog,14,2024-10-21,5,11,1244-104
2660,31,Video,255,2023-10-18,9,6,4776-832
2661,14,Newsletter,25,2023-11-18,2,10,1689-238
2662,7,newsletter,692,2023-10-08,3,1,5719-1934
2663,11,Socialmedia,414,2023-04-03,13,20,5396-910
2664,46,blog,165,2023-05-16,4,3,3541-1296
2665,13,Newsletter,2,2025-05-20,12,4,469-45
2666,14,Newsletter,11,2025-03-24,4,12,1466-163
2667,29,VIDEO,0,2024-10-19,12,17,82-5
2668,28,Blog,0,2025-12-19,20,12,595-26
2669,37,NEWSLETTER,1,2025-06-15,16,2,1194-94
2670,18,socialmedia,38,2024-01-02,6,11,1407-188
2671,32,Newsletter,0,2025-04-29,11,17,504-23
2672,3,video,1,2024-09-25,15,20,159-15
2673,39,Newsletter,57,2024-11-05,20,15,3091-382
2674,29,newsletter,0,2025-11-29,13,16,669-6
2675,26,Video,4,2024-11-25,13,13,589-43
2676,39,blog,0,2025-11-30,16,12,293-5
2677,31,Socialmedia,16,2024-05-29,17,5,1648-253
2678,46,Newsletter,137,2024-05-22,9,18,4657-1189
2679,25,SOCIALMEDIA,6,2024-09-25,2,13,667-70
2680,12,Blog,30,2024-11-18,16,2,2076-278
2681,48,BLOG,0,2025-09-03,7,19,512-17
2682,27,NEWSLETTER,25,2024-10-07,7,17,3315-544
2683,21,socialmedia,16,2024-11-02,10,5,1997-317
2684,37,Video,116,2023-07-10,6,5,1402-382
2685,19,Socialmedia,404,2023-02-10,19,8,7895-1046
2686,6,VIDEO,31,2024-06-25,4,6,1885-238
2687,49,BLOG,59,2023-08-02,1,13,3451-368
2688,1,Video,0,2025-12-02,2,15,760-21
2689,10,Blog,60,2023-09-07,10,11,2742-641
2690,34,Socialmedia,258,2023-06-14,16,1,3805-913
2691,16,newsletter,1,2025-11-24,5,5,822-29
2692,2,socialmedia,8,2025-01-28,18,15,621-74
2693,7,Blog,0,2025-08-12,18,6,329-6
2694,46,video,0,2025-10-22,2,12,248-5
2695,35,Video,62,2024-01-20,1,3,4184-373
2696,27,video,37,2024-09-07,11,12,3366-254
2697,15,NEWSLETTER,0,2025-11-09,3,1,872-15
2698,27,Blog,66,2024-04-17,18,10,1698-309
2699,9,Blog,0,2025-12-26,7,18,602-11
2700,36,Blog,79,2023-09-24,17,13,3516-872
2701,18,Blog,11,2024-04-25,6,4,886-104
2702,7,Newsletter,0,2025-07-29,20,6,235-12
2703,38,Video,1,2025-05-11,7,2,266-18
2704,31,Blog,24,2024-03-07,6,14,823-120
2705,43,newsletter,0,2025-11-24,19,7,202-8
2706,20,Video,180,2024-05-06,2,13,4256-672
2707,15,Socialmedia,30,2024-06-22,8,20,1299-152
2708,6,NEWSLETTER,58,2024-04-02,10,2,2845-220
2709,31,SOCIALMEDIA,42,2024-08-23,18,1,2506-483
2710,8,Video,26,2025-01-22,15,16,1436-206
2711,18,blog,106,2023-09-21,20,19,4511-652
2712,15,Socialmedia,200,2023-11-01,7,14,6442-1781
2713,9,Video,60,2023-08-22,15,7,1423-267
2714,28,blog,6,2025-03-25,3,20,1452-135
2715,6,blog,24,2023-09-16,20,17,1028-106
2716,48,socialmedia,189,2024-01-17,6,8,6335-733
2717,25,video,51,2024-05-29,12,18,2172-291
2718,40,Blog,305,2023-03-03,18,13,2000-813
2719,30,blog,894,2023-03-21,7,14,7878-1959
2720,25,Video,0,2025-07-29,20,17,152-5
2721,45,Socialmedia,530,2023-07-31,14,5,5413-1394
2722,16,Newsletter,3,2024-12-15,17,5,754-59
2723,14,blog,68,2023-02-23,1,15,1517-174
2724,2,Blog,16,2025-01-03,12,10,1784-163
2725,9,VIDEO,1,2025-08-23,6,11,1020-27
2726,32,NEWSLETTER,36,2024-10-25,4,13,2559-242
2727,15,Blog,90,2023-01-08,14,13,659-269
2728,24,blog,662,2023-04-05,15,16,5664-1710
2729,15,video,95,2023-01-06,10,15,4004-756
2730,45,blog,17,2024-02-01,18,10,945-223
2731,45,video,0,2025-01-08,9,11,152-15
2732,44,SOCIALMEDIA,91,2023-06-01,15,11,3302-403
2733,31,video,57,2024-06-30,5,13,4995-939
2734,48,socialmedia,40,2024-08-12,20,13,3169-233
2735,28,newsletter,29,2024-07-11,5,11,3341-214
2736,26,newsletter,4,2024-07-19,20,19,342-59
2737,37,Newsletter,0,2025-12-25,8,2,126-5
2738,21,Video,58,2024-09-03,9,6,3029-372
2739,8,Newsletter,8,2024-12-12,9,3,1710-62
2740,25,BLOG,6,2025-04-17,17,8,1513-53
2741,35,Socialmedia,96,2024-05-03,12,5,2591-430
2742,37,Blog,42,2023-03-16,6,3,396-137
2743,7,Newsletter,0,2025-10-20,6,10,53-2
2744,32,Newsletter,20,2023-01-03,15,16,333-150
2745,32,VIDEO,309,2023-08-14,12,18,3612-1001
2746,32,Newsletter,3,2025-06-26,18,20,805-52
2747,34,Blog,3,2023-12-02,10,13,112-38
2748,16,Socialmedia,26,2024-11-29,5,12,1209-156
2749,20,Socialmedia,10,2025-03-02,15,18,967-128
2750,33,socialmedia,0,2025-09-04,10,7,163-2
2751,31,newsletter,507,2023-04-18,16,7,8993-2353
2752,12,Video,20,2024-07-04,9,16,1801-159
2753,49,blog,0,2025-03-14,6,3,115-7
2754,15,VIDEO,29,2023-12-19,5,15,1309-101
2755,49,Video,729,2023-04-24,1,13,8392-2061
2756,7,socialmedia,75,2024-01-22,10,2,2076-298
2757,32,Newsletter,9,2025-03-26,15,1,1626-186
2758,17,blog,19,2024-06-14,17,2,825-78
2759,38,BLOG,1,2025-07-08,16,17,490-33
2760,18,Newsletter,0,2025-10-06,5,8,63-1
2761,41,socialmedia,147,2024-04-25,8,2,4542-1110
2762,44,Blog,0,2025-08-31,3,19,1069-20
2763,3,Blog,9,2025-03-08,15,1,1404-69
2764,22,newsletter,0,2025-09-02,19,18,94-2
2765,15,Socialmedia,858,2023-03-22,4,6,5396-2422
2766,2,Newsletter,0,2025-08-20,13,10,361-15
2767,49,Socialmedia,63,2024-01-02,8,17,2252-252
2768,7,Video,129,2023-05-16,11,20,896-372
2769,47,blog,75,2023-05-10,1,16,1266-504
2770,1,newsletter,198,2023-01-13,15,6,4998-640
2771,30,NEWSLETTER,0,2025-09-18,2,17,996-36
2772,47,Socialmedia,533,2023-04-30,14,15,4671-1275
2773,6,Blog,659,2023-02-05,14,10,7100-1370
2774,27,video,41,2024-05-16,8,8,2592-222
2775,17,blog,276,2024-04-22,1,11,5086-1337
2776,45,blog,111,2023-04-04,12,20,4565-601
2777,23,SOCIALMEDIA,22,2025-01-04,11,10,1426-150
2778,22,Newsletter,322,2023-12-04,6,8,4698-1278
2779,16,Video,3,2025-01-29,6,8,250-30
2780,41,Newsletter,110,2024-07-26,7,4,2883-506
2781,32,video,110,2024-02-07,11,19,3995-552
2782,21,blog,0,2025-08-27,15,14,346-12
2783,46,Blog,0,2025-05-06,10,10,299-13
2784,8,SOCIALMEDIA,0,2025-10-05,6,7,319-4
2785,36,NEWSLETTER,4,2025-04-08,7,5,1727-89
2786,44,Socialmedia,19,2025-03-25,5,5,1808-169
2787,47,blog,7,2025-03-28,8,12,2291-73
2788,23,blog,31,2024-09-16,13,20,953-189
2789,4,BLOG,114,2024-07-07,2,2,3399-758
2790,35,socialmedia,1,2024-10-10,10,7,113-10
2791,12,Newsletter,81,2024-05-28,1,2,3697-695
2792,29,blog,17,2025-04-07,9,6,1841-200
2793,6,NEWSLETTER,0,2025-07-24,2,10,83-4
2794,18,Video,195,2024-05-27,1,6,4639-812
2795,18,Socialmedia,224,2023-03-05,16,10,1666-716
2796,35,VIDEO,547,2023-02-02,17,2,6356-1160
2797,34,Blog,485,2023-03-18,7,16,6567-1130
2798,18,blog,13,2025-01-24,2,18,875-95
2799,29,Newsletter,23,2024-12-17,16,17,3060-247
2800,33,newsletter,166,2023-01-12,13,20,2993-635
2801,32,newsletter,65,2023-04-28,17,15,1030-243
2802,24,blog,156,2023-08-06,13,10,7571-639
2803,38,Socialmedia,2,2025-07-11,14,16,1150-43
2804,13,socialmedia,347,2024-01-04,6,13,4265-1244
2805,37,blog,35,2024-08-08,13,5,1188-212
2806,15,Newsletter,3,2025-04-18,15,5,1449-82
2807,43,NEWSLETTER,861,2023-02-15,15,10,5855-2486
2808,34,Newsletter,44,2024-02-04,12,7,5505-670
2809,25,newsletter,10,2025-03-10,17,12,1403-187
2810,17,Socialmedia,30,2023-01-19,4,18,184-75
2811,21,socialmedia,193,2023-11-11,3,3,4459-546
2812,21,VIDEO,302,2023-07-14,18,1,4141-1516
2813,48,SOCIALMEDIA,326,2023-06-01,2,7,8387-846
2814,30,socialmedia,1,2025-10-23,1,19,740-23
2815,25,Socialmedia,0,2025-08-05,5,17,1076-14
2816,45,Blog,59,2023-09-30,13,13,1173-212
2817,6,blog,324,2023-05-27,7,9,2181-902
2818,38,Newsletter,3,2024-10-13,19,3,188-21
2819,27,newsletter,22,2025-02-20,4,7,1707-173
2820,49,blog,28,2024-11-02,4,6,3214-585
2821,45,Blog,223,2024-05-31,13,15,4035-934
2822,16,SOCIALMEDIA,0,2025-10-22,15,19,82-1
2823,42,VIDEO,0,2025-10-07,6,14,522-24
2824,10,Socialmedia,81,2024-07-12,17,12,4836-529
2825,47,NEWSLETTER,105,2024-03-01,11,12,4287-850
2826,36,NEWSLETTER,7,2025-01-27,1,1,735-70
2827,3,video,67,2024-02-10,11,17,4528-538
2828,34,video,0,2025-12-04,20,1,561-18
2829,33,socialmedia,0,2025-08-25,11,20,196-11
2830,45,Video,941,2023-02-02,2,18,9196-3663
2831,15,BLOG,61,2024-04-24,14,8,3493-603
2832,17,newsletter,13,2024-06-11,11,7,555-87
2833,26,Video,0,2025-05-27,12,19,133-5
2834,35,Newsletter,116,2024-06-05,16,2,4705-734
2835,34,Socialmedia,60,2024-06-14,6,15,4491-417
2836,28,Socialmedia,5,2024-12-14,8,2,1920-154
2837,29,Blog,232,2023-03-05,15,2,2417-752
2838,29,Blog,0,2025-12-16,20,6,674-20
2839,4,BLOG,0,2025-04-15,12,16,1107-30
2840,37,socialmedia,14,2024-11-01,2,2,997-187
2841,27,Blog,122,2024-03-17,11,13,3075-645
